state,district,block,year,recharge_mm,extraction_mcm,stage_percent,category
Arunachal Pradesh,Tawang,Block-1,2003,225,83,36.89,Safe
Arunachal Pradesh,Tawang,Block-2,2003,155,88,56.77,Safe
Arunachal Pradesh,Tawang,Block-3,2003,104,156,150.0,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2004,134,249,185.82,Over-Exploited
Arunachal Pradesh,Tawang,Block-2,2004,234,198,84.62,Semi-Critical
Arunachal Pradesh,Tawang,Block-3,2004,189,214,113.23,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2005,190,171,90.0,Critical
Arunachal Pradesh,Tawang,Block-2,2005,121,111,91.74,Critical
Arunachal Pradesh,Tawang,Block-3,2005,153,251,164.05,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2006,133,209,157.14,Over-Exploited
Arunachal Pradesh,Tawang,Block-2,2006,235,216,91.91,Critical
Arunachal Pradesh,Tawang,Block-3,2006,177,236,133.33,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2007,232,134,57.76,Safe
Arunachal Pradesh,Tawang,Block-2,2007,216,164,75.93,Semi-Critical
Arunachal Pradesh,Tawang,Block-3,2007,241,108,44.81,Safe
Arunachal Pradesh,Tawang,Block-1,2008,148,126,85.14,Semi-Critical
Arunachal Pradesh,Tawang,Block-2,2008,195,122,62.56,Safe
Arunachal Pradesh,Tawang,Block-3,2008,195,186,95.38,Critical
Arunachal Pradesh,Tawang,Block-1,2009,237,94,39.66,Safe
Arunachal Pradesh,Tawang,Block-2,2009,105,240,228.57,Over-Exploited
Arunachal Pradesh,Tawang,Block-3,2009,164,262,159.76,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2010,128,103,80.47,Semi-Critical
Arunachal Pradesh,Tawang,Block-2,2010,203,196,96.55,Critical
Arunachal Pradesh,Tawang,Block-3,2010,226,254,112.39,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2011,190,190,100.0,Critical
Arunachal Pradesh,Tawang,Block-2,2011,110,139,126.36,Over-Exploited
Arunachal Pradesh,Tawang,Block-3,2011,157,91,57.96,Safe
Arunachal Pradesh,Tawang,Block-1,2012,102,175,171.57,Over-Exploited
Arunachal Pradesh,Tawang,Block-2,2012,160,81,50.62,Safe
Arunachal Pradesh,Tawang,Block-3,2012,126,140,111.11,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2013,124,164,132.26,Over-Exploited
Arunachal Pradesh,Tawang,Block-2,2013,197,105,53.3,Safe
Arunachal Pradesh,Tawang,Block-3,2013,187,190,101.6,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2014,202,234,115.84,Over-Exploited
Arunachal Pradesh,Tawang,Block-2,2014,128,270,210.94,Over-Exploited
Arunachal Pradesh,Tawang,Block-3,2014,208,260,125.0,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2015,120,166,138.33,Over-Exploited
Arunachal Pradesh,Tawang,Block-2,2015,144,157,109.03,Over-Exploited
Arunachal Pradesh,Tawang,Block-3,2015,239,175,73.22,Semi-Critical
Arunachal Pradesh,Tawang,Block-1,2016,200,228,114.0,Over-Exploited
Arunachal Pradesh,Tawang,Block-2,2016,193,227,117.62,Over-Exploited
Arunachal Pradesh,Tawang,Block-3,2016,134,157,117.16,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2017,192,105,54.69,Safe
Arunachal Pradesh,Tawang,Block-2,2017,194,232,119.59,Over-Exploited
Arunachal Pradesh,Tawang,Block-3,2017,183,216,118.03,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2018,231,164,71.0,Semi-Critical
Arunachal Pradesh,Tawang,Block-2,2018,199,83,41.71,Safe
Arunachal Pradesh,Tawang,Block-3,2018,109,245,224.77,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2019,141,166,117.73,Over-Exploited
Arunachal Pradesh,Tawang,Block-2,2019,195,158,81.03,Semi-Critical
Arunachal Pradesh,Tawang,Block-3,2019,216,174,80.56,Semi-Critical
Arunachal Pradesh,Tawang,Block-1,2020,232,171,73.71,Semi-Critical
Arunachal Pradesh,Tawang,Block-2,2020,199,124,62.31,Safe
Arunachal Pradesh,Tawang,Block-3,2020,217,214,98.62,Critical
Arunachal Pradesh,Tawang,Block-1,2021,205,232,113.17,Over-Exploited
Arunachal Pradesh,Tawang,Block-2,2021,106,115,108.49,Over-Exploited
Arunachal Pradesh,Tawang,Block-3,2021,105,152,144.76,Over-Exploited
Arunachal Pradesh,Tawang,Block-1,2022,190,133,70.0,Semi-Critical
Arunachal Pradesh,Tawang,Block-2,2022,106,255,240.57,Over-Exploited
Arunachal Pradesh,Tawang,Block-3,2022,247,172,69.64,Safe
Arunachal Pradesh,Pasighat,Block-1,2000,150,194,129.33,Over-Exploited
Arunachal Pradesh,Pasighat,Block-2,2000,243,233,95.88,Critical
Arunachal Pradesh,Pasighat,Block-3,2000,210,211,100.48,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2001,242,115,47.52,Safe
Arunachal Pradesh,Pasighat,Block-2,2001,188,219,116.49,Over-Exploited
Arunachal Pradesh,Pasighat,Block-3,2001,113,121,107.08,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2002,212,147,69.34,Safe
Arunachal Pradesh,Pasighat,Block-2,2002,152,254,167.11,Over-Exploited
Arunachal Pradesh,Pasighat,Block-3,2002,196,198,101.02,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2003,193,208,107.77,Over-Exploited
Arunachal Pradesh,Pasighat,Block-2,2003,210,240,114.29,Over-Exploited
Arunachal Pradesh,Pasighat,Block-3,2003,124,211,170.16,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2004,230,92,40.0,Safe
Arunachal Pradesh,Pasighat,Block-2,2004,143,113,79.02,Semi-Critical
Arunachal Pradesh,Pasighat,Block-3,2004,117,135,115.38,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2005,220,211,95.91,Critical
Arunachal Pradesh,Pasighat,Block-2,2005,173,173,100.0,Critical
Arunachal Pradesh,Pasighat,Block-3,2005,185,255,137.84,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2006,108,96,88.89,Semi-Critical
Arunachal Pradesh,Pasighat,Block-2,2006,126,189,150.0,Over-Exploited
Arunachal Pradesh,Pasighat,Block-3,2006,126,219,173.81,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2007,236,93,39.41,Safe
Arunachal Pradesh,Pasighat,Block-2,2007,211,88,41.71,Safe
Arunachal Pradesh,Pasighat,Block-3,2007,113,123,108.85,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2008,234,198,84.62,Semi-Critical
Arunachal Pradesh,Pasighat,Block-2,2008,237,185,78.06,Semi-Critical
Arunachal Pradesh,Pasighat,Block-3,2008,239,203,84.94,Semi-Critical
Arunachal Pradesh,Pasighat,Block-1,2009,167,237,141.92,Over-Exploited
Arunachal Pradesh,Pasighat,Block-2,2009,124,238,191.94,Over-Exploited
Arunachal Pradesh,Pasighat,Block-3,2009,228,147,64.47,Safe
Arunachal Pradesh,Pasighat,Block-1,2010,123,243,197.56,Over-Exploited
Arunachal Pradesh,Pasighat,Block-2,2010,198,269,135.86,Over-Exploited
Arunachal Pradesh,Pasighat,Block-3,2010,172,97,56.4,Safe
Arunachal Pradesh,Pasighat,Block-1,2011,244,220,90.16,Critical
Arunachal Pradesh,Pasighat,Block-2,2011,194,122,62.89,Safe
Arunachal Pradesh,Pasighat,Block-3,2011,178,223,125.28,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2012,143,236,165.03,Over-Exploited
Arunachal Pradesh,Pasighat,Block-2,2012,127,170,133.86,Over-Exploited
Arunachal Pradesh,Pasighat,Block-3,2012,231,267,115.58,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2013,232,94,40.52,Safe
Arunachal Pradesh,Pasighat,Block-2,2013,124,221,178.23,Over-Exploited
Arunachal Pradesh,Pasighat,Block-3,2013,154,97,62.99,Safe
Arunachal Pradesh,Pasighat,Block-1,2014,243,242,99.59,Critical
Arunachal Pradesh,Pasighat,Block-2,2014,121,87,71.9,Semi-Critical
Arunachal Pradesh,Pasighat,Block-3,2014,199,81,40.7,Safe
Arunachal Pradesh,Pasighat,Block-1,2015,123,94,76.42,Semi-Critical
Arunachal Pradesh,Pasighat,Block-2,2015,248,229,92.34,Critical
Arunachal Pradesh,Pasighat,Block-3,2015,176,180,102.27,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2016,211,162,76.78,Semi-Critical
Arunachal Pradesh,Pasighat,Block-2,2016,145,83,57.24,Safe
Arunachal Pradesh,Pasighat,Block-3,2016,122,108,88.52,Semi-Critical
Arunachal Pradesh,Pasighat,Block-1,2017,195,243,124.62,Over-Exploited
Arunachal Pradesh,Pasighat,Block-2,2017,184,181,98.37,Critical
Arunachal Pradesh,Pasighat,Block-3,2017,171,92,53.8,Safe
Arunachal Pradesh,Pasighat,Block-1,2018,163,213,130.67,Over-Exploited
Arunachal Pradesh,Pasighat,Block-2,2018,243,205,84.36,Semi-Critical
Arunachal Pradesh,Pasighat,Block-3,2018,147,263,178.91,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2019,227,147,64.76,Safe
Arunachal Pradesh,Pasighat,Block-2,2019,108,173,160.19,Over-Exploited
Arunachal Pradesh,Pasighat,Block-3,2019,197,104,52.79,Safe
Arunachal Pradesh,Pasighat,Block-1,2020,237,110,46.41,Safe
Arunachal Pradesh,Pasighat,Block-2,2020,117,115,98.29,Critical
Arunachal Pradesh,Pasighat,Block-3,2020,241,243,100.83,Over-Exploited
Arunachal Pradesh,Pasighat,Block-1,2021,214,266,124.3,Over-Exploited
Arunachal Pradesh,Pasighat,Block-2,2021,155,111,71.61,Semi-Critical
Arunachal Pradesh,Pasighat,Block-3,2021,181,142,78.45,Semi-Critical
Arunachal Pradesh,Pasighat,Block-1,2022,102,89,87.25,Semi-Critical
Arunachal Pradesh,Pasighat,Block-2,2022,197,120,60.91,Safe
Arunachal Pradesh,Pasighat,Block-3,2022,168,270,160.71,Over-Exploited
Assam,Guwahati,Block-1,2000,179,188,105.03,Over-Exploited
Assam,Guwahati,Block-2,2000,145,200,137.93,Over-Exploited
Assam,Guwahati,Block-3,2000,241,129,53.53,Safe
Assam,Guwahati,Block-1,2001,191,177,92.67,Critical
Assam,Guwahati,Block-2,2001,125,224,179.2,Over-Exploited
Assam,Guwahati,Block-3,2001,211,90,42.65,Safe
Assam,Guwahati,Block-1,2002,119,189,158.82,Over-Exploited
Assam,Guwahati,Block-2,2002,143,270,188.81,Over-Exploited
Assam,Guwahati,Block-3,2002,195,255,130.77,Over-Exploited
Assam,Guwahati,Block-1,2003,108,190,175.93,Over-Exploited
Assam,Guwahati,Block-2,2003,205,253,123.41,Over-Exploited
Assam,Guwahati,Block-3,2003,125,133,106.4,Over-Exploited
Assam,Guwahati,Block-1,2004,154,268,174.03,Over-Exploited
Assam,Guwahati,Block-2,2004,171,184,107.6,Over-Exploited
Assam,Guwahati,Block-3,2004,227,268,118.06,Over-Exploited
Assam,Guwahati,Block-1,2005,190,194,102.11,Over-Exploited
Assam,Guwahati,Block-2,2005,141,116,82.27,Semi-Critical
Assam,Guwahati,Block-3,2005,202,244,120.79,Over-Exploited
Assam,Guwahati,Block-1,2006,221,117,52.94,Safe
Assam,Guwahati,Block-2,2006,187,174,93.05,Critical
Assam,Guwahati,Block-3,2006,224,100,44.64,Safe
Assam,Guwahati,Block-1,2007,235,88,37.45,Safe
Assam,Guwahati,Block-2,2007,104,130,125.0,Over-Exploited
Assam,Guwahati,Block-3,2007,131,198,151.15,Over-Exploited
Assam,Guwahati,Block-1,2008,167,120,71.86,Semi-Critical
Assam,Guwahati,Block-2,2008,138,156,113.04,Over-Exploited
Assam,Guwahati,Block-3,2008,133,213,160.15,Over-Exploited
Assam,Guwahati,Block-1,2009,144,181,125.69,Over-Exploited
Assam,Guwahati,Block-2,2009,153,101,66.01,Safe
Assam,Guwahati,Block-3,2009,224,178,79.46,Semi-Critical
Assam,Guwahati,Block-1,2010,179,192,107.26,Over-Exploited
Assam,Guwahati,Block-2,2010,237,120,50.63,Safe
Assam,Guwahati,Block-3,2010,214,200,93.46,Critical
Assam,Guwahati,Block-1,2011,229,180,78.6,Semi-Critical
Assam,Guwahati,Block-2,2011,152,172,113.16,Over-Exploited
Assam,Guwahati,Block-3,2011,125,184,147.2,Over-Exploited
Assam,Guwahati,Block-1,2012,230,105,45.65,Safe
Assam,Guwahati,Block-2,2012,152,83,54.61,Safe
Assam,Guwahati,Block-3,2012,123,158,128.46,Over-Exploited
Assam,Guwahati,Block-1,2013,236,171,72.46,Semi-Critical
Assam,Guwahati,Block-2,2013,133,197,148.12,Over-Exploited
Assam,Guwahati,Block-3,2013,211,134,63.51,Safe
Assam,Guwahati,Block-1,2014,154,269,174.68,Over-Exploited
Assam,Guwahati,Block-2,2014,208,241,115.87,Over-Exploited
Assam,Guwahati,Block-3,2014,136,162,119.12,Over-Exploited
Assam,Guwahati,Block-1,2015,154,241,156.49,Over-Exploited
Assam,Guwahati,Block-2,2015,126,180,142.86,Over-Exploited
Assam,Guwahati,Block-3,2015,213,255,119.72,Over-Exploited
Assam,Guwahati,Block-1,2016,231,153,66.23,Safe
Assam,Guwahati,Block-2,2016,179,213,118.99,Over-Exploited
Assam,Guwahati,Block-3,2016,179,170,94.97,Critical
Assam,Guwahati,Block-1,2017,158,214,135.44,Over-Exploited
Assam,Guwahati,Block-2,2017,196,261,133.16,Over-Exploited
Assam,Guwahati,Block-3,2017,176,214,121.59,Over-Exploited
Assam,Guwahati,Block-1,2018,159,253,159.12,Over-Exploited
Assam,Guwahati,Block-2,2018,151,164,108.61,Over-Exploited
Assam,Guwahati,Block-3,2018,214,206,96.26,Critical
Assam,Guwahati,Block-1,2019,111,125,112.61,Over-Exploited
Assam,Guwahati,Block-2,2019,222,160,72.07,Semi-Critical
Assam,Guwahati,Block-3,2019,168,207,123.21,Over-Exploited
Assam,Guwahati,Block-1,2020,245,268,109.39,Over-Exploited
Assam,Guwahati,Block-2,2020,110,100,90.91,Critical
Assam,Guwahati,Block-3,2020,188,231,122.87,Over-Exploited
Assam,Guwahati,Block-1,2021,183,169,92.35,Critical
Assam,Guwahati,Block-2,2021,240,149,62.08,Safe
Assam,Guwahati,Block-3,2021,140,86,61.43,Safe
Assam,Guwahati,Block-1,2022,194,114,58.76,Safe
Assam,Guwahati,Block-2,2022,109,240,220.18,Over-Exploited
Assam,Guwahati,Block-3,2022,105,136,129.52,Over-Exploited
Assam,Dibrugarh,Block-1,2000,175,84,48.0,Safe
Assam,Dibrugarh,Block-2,2000,196,89,45.41,Safe
Assam,Dibrugarh,Block-3,2000,236,134,56.78,Safe
Assam,Dibrugarh,Block-1,2001,128,184,143.75,Over-Exploited
Assam,Dibrugarh,Block-2,2001,122,198,162.3,Over-Exploited
Assam,Dibrugarh,Block-3,2001,169,244,144.38,Over-Exploited
Assam,Dibrugarh,Block-1,2002,246,93,37.8,Safe
Assam,Dibrugarh,Block-2,2002,202,264,130.69,Over-Exploited
Assam,Dibrugarh,Block-3,2002,128,228,178.12,Over-Exploited
Assam,Dibrugarh,Block-1,2003,114,82,71.93,Semi-Critical
Assam,Dibrugarh,Block-2,2003,147,225,153.06,Over-Exploited
Assam,Dibrugarh,Block-3,2003,116,178,153.45,Over-Exploited
Assam,Dibrugarh,Block-1,2004,205,219,106.83,Over-Exploited
Assam,Dibrugarh,Block-2,2004,169,222,131.36,Over-Exploited
Assam,Dibrugarh,Block-3,2004,117,112,95.73,Critical
Assam,Dibrugarh,Block-1,2005,142,235,165.49,Over-Exploited
Assam,Dibrugarh,Block-2,2005,228,95,41.67,Safe
Assam,Dibrugarh,Block-3,2005,111,175,157.66,Over-Exploited
Assam,Dibrugarh,Block-1,2006,101,145,143.56,Over-Exploited
Assam,Dibrugarh,Block-2,2006,230,110,47.83,Safe
Assam,Dibrugarh,Block-3,2006,118,171,144.92,Over-Exploited
Assam,Dibrugarh,Block-1,2007,242,177,73.14,Semi-Critical
Assam,Dibrugarh,Block-2,2007,174,108,62.07,Safe
Assam,Dibrugarh,Block-3,2007,130,110,84.62,Semi-Critical
Assam,Dibrugarh,Block-1,2008,135,256,189.63,Over-Exploited
Assam,Dibrugarh,Block-2,2008,128,255,199.22,Over-Exploited
Assam,Dibrugarh,Block-3,2008,106,210,198.11,Over-Exploited
Assam,Dibrugarh,Block-1,2009,250,173,69.2,Safe
Assam,Dibrugarh,Block-2,2009,154,239,155.19,Over-Exploited
Assam,Dibrugarh,Block-3,2009,136,253,186.03,Over-Exploited
Assam,Dibrugarh,Block-1,2010,170,214,125.88,Over-Exploited
Assam,Dibrugarh,Block-2,2010,205,85,41.46,Safe
Assam,Dibrugarh,Block-3,2010,244,80,32.79,Safe
Assam,Dibrugarh,Block-1,2011,210,221,105.24,Over-Exploited
Assam,Dibrugarh,Block-2,2011,172,164,95.35,Critical
Assam,Dibrugarh,Block-3,2011,111,230,207.21,Over-Exploited
Assam,Dibrugarh,Block-1,2012,136,250,183.82,Over-Exploited
Assam,Dibrugarh,Block-2,2012,234,214,91.45,Critical
Assam,Dibrugarh,Block-3,2012,175,148,84.57,Semi-Critical
Assam,Dibrugarh,Block-1,2013,248,226,91.13,Critical
Assam,Dibrugarh,Block-2,2013,127,257,202.36,Over-Exploited
Assam,Dibrugarh,Block-3,2013,120,117,97.5,Critical
Assam,Dibrugarh,Block-1,2014,231,185,80.09,Semi-Critical
Assam,Dibrugarh,Block-2,2014,206,163,79.13,Semi-Critical
Assam,Dibrugarh,Block-3,2014,225,208,92.44,Critical
Assam,Dibrugarh,Block-1,2015,247,246,99.6,Critical
Assam,Dibrugarh,Block-2,2015,187,158,84.49,Semi-Critical
Assam,Dibrugarh,Block-3,2015,227,132,58.15,Safe
Assam,Dibrugarh,Block-1,2016,157,215,136.94,Over-Exploited
Assam,Dibrugarh,Block-2,2016,142,151,106.34,Over-Exploited
Assam,Dibrugarh,Block-3,2016,126,172,136.51,Over-Exploited
Assam,Dibrugarh,Block-1,2017,202,180,89.11,Semi-Critical
Assam,Dibrugarh,Block-2,2017,231,260,112.55,Over-Exploited
Assam,Dibrugarh,Block-3,2017,177,229,129.38,Over-Exploited
Assam,Dibrugarh,Block-1,2018,114,112,98.25,Critical
Assam,Dibrugarh,Block-2,2018,228,87,38.16,Safe
Assam,Dibrugarh,Block-3,2018,125,145,116.0,Over-Exploited
Assam,Dibrugarh,Block-1,2019,221,242,109.5,Over-Exploited
Assam,Dibrugarh,Block-2,2019,233,155,66.52,Safe
Assam,Dibrugarh,Block-3,2019,118,202,171.19,Over-Exploited
Assam,Dibrugarh,Block-1,2020,107,189,176.64,Over-Exploited
Assam,Dibrugarh,Block-2,2020,119,246,206.72,Over-Exploited
Assam,Dibrugarh,Block-3,2020,195,149,76.41,Semi-Critical
Assam,Dibrugarh,Block-1,2021,121,244,201.65,Over-Exploited
Assam,Dibrugarh,Block-2,2021,140,157,112.14,Over-Exploited
Assam,Dibrugarh,Block-3,2021,154,209,135.71,Over-Exploited
Assam,Dibrugarh,Block-1,2022,149,171,114.77,Over-Exploited
Assam,Dibrugarh,Block-2,2022,105,87,82.86,Semi-Critical
Assam,Dibrugarh,Block-3,2022,149,189,126.85,Over-Exploited
Assam,Silchar,Block-1,2000,108,212,196.3,Over-Exploited
Assam,Silchar,Block-2,2000,248,93,37.5,Safe
Assam,Silchar,Block-3,2000,130,101,77.69,Semi-Critical
Assam,Silchar,Block-1,2001,159,186,116.98,Over-Exploited
Assam,Silchar,Block-2,2001,233,269,115.45,Over-Exploited
Assam,Silchar,Block-3,2001,241,126,52.28,Safe
Assam,Silchar,Block-1,2002,157,166,105.73,Over-Exploited
Assam,Silchar,Block-2,2002,161,267,165.84,Over-Exploited
Assam,Silchar,Block-3,2002,241,187,77.59,Semi-Critical
Assam,Silchar,Block-1,2003,216,118,54.63,Safe
Assam,Silchar,Block-2,2003,139,114,82.01,Semi-Critical
Assam,Silchar,Block-3,2003,165,154,93.33,Critical
Assam,Silchar,Block-1,2004,115,192,166.96,Over-Exploited
Assam,Silchar,Block-2,2004,205,262,127.8,Over-Exploited
Assam,Silchar,Block-3,2004,136,154,113.24,Over-Exploited
Assam,Silchar,Block-1,2005,130,204,156.92,Over-Exploited
Assam,Silchar,Block-2,2005,105,97,92.38,Critical
Assam,Silchar,Block-3,2005,198,146,73.74,Semi-Critical
Assam,Silchar,Block-1,2006,247,172,69.64,Safe
Assam,Silchar,Block-2,2006,130,92,70.77,Semi-Critical
Assam,Silchar,Block-3,2006,110,261,237.27,Over-Exploited
Assam,Silchar,Block-1,2007,185,175,94.59,Critical
Assam,Silchar,Block-2,2007,201,261,129.85,Over-Exploited
Assam,Silchar,Block-3,2007,143,256,179.02,Over-Exploited
Assam,Silchar,Block-1,2008,160,111,69.38,Safe
Assam,Silchar,Block-2,2008,170,239,140.59,Over-Exploited
Assam,Silchar,Block-3,2008,126,115,91.27,Critical
Assam,Silchar,Block-1,2009,178,111,62.36,Safe
Assam,Silchar,Block-2,2009,224,262,116.96,Over-Exploited
Assam,Silchar,Block-3,2009,165,213,129.09,Over-Exploited
Assam,Silchar,Block-1,2010,204,170,83.33,Semi-Critical
Assam,Silchar,Block-2,2010,108,240,222.22,Over-Exploited
Assam,Silchar,Block-3,2010,120,203,169.17,Over-Exploited
Assam,Silchar,Block-1,2011,205,234,114.15,Over-Exploited
Assam,Silchar,Block-2,2011,200,224,112.0,Over-Exploited
Assam,Silchar,Block-3,2011,238,265,111.34,Over-Exploited
Assam,Silchar,Block-1,2012,108,210,194.44,Over-Exploited
Assam,Silchar,Block-2,2012,200,193,96.5,Critical
Assam,Silchar,Block-3,2012,187,152,81.28,Semi-Critical
Assam,Silchar,Block-1,2013,247,156,63.16,Safe
Assam,Silchar,Block-2,2013,153,80,52.29,Safe
Assam,Silchar,Block-3,2013,231,136,58.87,Safe
Assam,Silchar,Block-1,2014,137,89,64.96,Safe
Assam,Silchar,Block-2,2014,213,269,126.29,Over-Exploited
Assam,Silchar,Block-3,2014,133,166,124.81,Over-Exploited
Assam,Silchar,Block-1,2015,194,246,126.8,Over-Exploited
Assam,Silchar,Block-2,2015,199,218,109.55,Over-Exploited
Assam,Silchar,Block-3,2015,221,139,62.9,Safe
Assam,Silchar,Block-1,2016,161,98,60.87,Safe
Assam,Silchar,Block-2,2016,180,121,67.22,Safe
Assam,Silchar,Block-3,2016,172,122,70.93,Semi-Critical
Assam,Silchar,Block-1,2017,234,86,36.75,Safe
Assam,Silchar,Block-2,2017,169,239,141.42,Over-Exploited
Assam,Silchar,Block-3,2017,195,166,85.13,Semi-Critical
Assam,Silchar,Block-1,2018,134,158,117.91,Over-Exploited
Assam,Silchar,Block-2,2018,209,139,66.51,Safe
Assam,Silchar,Block-3,2018,162,108,66.67,Safe
Assam,Silchar,Block-1,2019,193,82,42.49,Safe
Assam,Silchar,Block-2,2019,209,123,58.85,Safe
Assam,Silchar,Block-3,2019,129,85,65.89,Safe
Assam,Silchar,Block-1,2020,231,180,77.92,Semi-Critical
Assam,Silchar,Block-2,2020,119,109,91.6,Critical
Assam,Silchar,Block-3,2020,236,263,111.44,Over-Exploited
Assam,Silchar,Block-1,2021,250,222,88.8,Semi-Critical
Assam,Silchar,Block-2,2021,106,91,85.85,Semi-Critical
Assam,Silchar,Block-3,2021,249,251,100.8,Over-Exploited
Assam,Silchar,Block-1,2022,227,267,117.62,Over-Exploited
Assam,Silchar,Block-2,2022,111,194,174.77,Over-Exploited
Assam,Silchar,Block-3,2022,244,213,87.3,Semi-Critical
Assam,Tezpur,Block-1,2000,241,143,59.34,Safe
Assam,Tezpur,Block-2,2000,194,95,48.97,Safe
Assam,Tezpur,Block-3,2000,160,263,164.38,Over-Exploited
Assam,Tezpur,Block-1,2001,223,215,96.41,Critical
Assam,Tezpur,Block-2,2001,159,179,112.58,Over-Exploited
Assam,Tezpur,Block-3,2001,245,264,107.76,Over-Exploited
Assam,Tezpur,Block-1,2002,232,167,71.98,Semi-Critical
Assam,Tezpur,Block-2,2002,166,213,128.31,Over-Exploited
Assam,Tezpur,Block-3,2002,156,120,76.92,Semi-Critical
Assam,Tezpur,Block-1,2003,194,192,98.97,Critical
Assam,Tezpur,Block-2,2003,207,179,86.47,Semi-Critical
Assam,Tezpur,Block-3,2003,163,83,50.92,Safe
Assam,Tezpur,Block-1,2004,178,172,96.63,Critical
Assam,Tezpur,Block-2,2004,111,270,243.24,Over-Exploited
Assam,Tezpur,Block-3,2004,118,180,152.54,Over-Exploited
Assam,Tezpur,Block-1,2005,192,215,111.98,Over-Exploited
Assam,Tezpur,Block-2,2005,170,266,156.47,Over-Exploited
Assam,Tezpur,Block-3,2005,153,205,133.99,Over-Exploited
Assam,Tezpur,Block-1,2006,217,133,61.29,Safe
Assam,Tezpur,Block-2,2006,235,163,69.36,Safe
Assam,Tezpur,Block-3,2006,115,108,93.91,Critical
Assam,Tezpur,Block-1,2007,212,162,76.42,Semi-Critical
Assam,Tezpur,Block-2,2007,107,162,151.4,Over-Exploited
Assam,Tezpur,Block-3,2007,176,84,47.73,Safe
Assam,Tezpur,Block-1,2008,135,237,175.56,Over-Exploited
Assam,Tezpur,Block-2,2008,172,235,136.63,Over-Exploited
Assam,Tezpur,Block-3,2008,195,131,67.18,Safe
Assam,Tezpur,Block-1,2009,209,106,50.72,Safe
Assam,Tezpur,Block-2,2009,230,227,98.7,Critical
Assam,Tezpur,Block-3,2009,115,256,222.61,Over-Exploited
Assam,Tezpur,Block-1,2010,103,94,91.26,Critical
Assam,Tezpur,Block-2,2010,145,168,115.86,Over-Exploited
Assam,Tezpur,Block-3,2010,183,114,62.3,Safe
Assam,Tezpur,Block-1,2011,119,253,212.61,Over-Exploited
Assam,Tezpur,Block-2,2011,110,208,189.09,Over-Exploited
Assam,Tezpur,Block-3,2011,146,178,121.92,Over-Exploited
Assam,Tezpur,Block-1,2012,109,256,234.86,Over-Exploited
Assam,Tezpur,Block-2,2012,134,195,145.52,Over-Exploited
Assam,Tezpur,Block-3,2012,122,266,218.03,Over-Exploited
Assam,Tezpur,Block-1,2013,204,197,96.57,Critical
Assam,Tezpur,Block-2,2013,172,184,106.98,Over-Exploited
Assam,Tezpur,Block-3,2013,145,221,152.41,Over-Exploited
Assam,Tezpur,Block-1,2014,222,220,99.1,Critical
Assam,Tezpur,Block-2,2014,230,259,112.61,Over-Exploited
Assam,Tezpur,Block-3,2014,198,248,125.25,Over-Exploited
